SKU,Number of products sold,Lead times,Price,Stock levels,Costs,EOQ,Safety Stock,Forecasted Demand,Total Order Quantity,Inventory Cost
SKU25,142,11,39.62934399,82,458.5359457,57.271284253105414,0.6500584589096584,247.33333333333334,164,615.7348596077142
SKU26,353,16,97.44694662,59,617.8669165,48.579831205964474,0.784,234.66666666666666,118,470.67564037317675
SKU27,352,9,92.55736081,47,762.4591822,43.3589667773576,0.5880000000000001,282.3333333333333,94,391.2370971675589
SKU28,394,15,2.397274706,48,123.4370275,43.81780460041329,0.7591047358566537,366.3333333333333,96,398.71485752757997
SKU29,253,5,63.44755919,45,764.9353759,42.42640687119285,0.4382693235899588,333.0,90,377.19134661794976
SKU30,327,26,8.022859211,60,880.0809882,48.98979485566356,0.9994078246641858,324.6666666666667,120,478.20211988020867
SKU31,168,17,50.84739305,6,609.3792066,15.491933384829668,0.8081287026210615,249.33333333333334,12,88.81289926362192
SKU32,781,13,79.20993602,89,761.1739095,59.665735560705194,0.7066880499909419,425.3333333333333,178,659.4836713472446
SKU33,616,17,64.795435,4,371.2552955,12.649110640673518,0.8081287026210615,521.6666666666666,8,68.7620030631011
SKU34,602,26,37.46759233,1,510.3580004,6.324555320336759,0.9994078246641858,666.3333333333334,2,32.35771889831883
SKU35,449,27,84.95778682,42,553.4204712,40.98780306383839,1.0184458748504999,555.6666666666666,84,360.0059968361469
SKU36,963,23,9.813002579,18,403.8089742,26.832815729997478,0.939982978569293,671.3333333333334,36,189.56824469789785
SKU37,963,8,23.39984475,25,183.932968,31.622776601683793,0.5543717164502533,791.6666666666666,50,239.57525745724075
SKU38,705,1,52.07593068,69,339.6728699,52.53570214625479,0.196,877.0,138,531.7217562100672
SKU39,176,29,19.12747727,78,653.6729946,55.85696017507576,1.0554923021983629,614.6666666666666,156,592.7616380923068
SKU40,933,20,80.54142417,90,529.808724,60.0,0.8765386471799176,604.6666666666666,180,666.5147275918638
SKU41,556,19,99.11329162,64,275.5243711,50.59644256269407,0.8543441929339721,555.0,128,503.1571591646531
SKU42,155,27,46.52916761,22,635.6571205,29.664793948382652,1.0184458748504999,548.0,44,219.97311419126765
SKU43,598,29,11.74327178,36,716.0441198,37.94733192202055,1.0554923021983629,436.3333333333333,72,319.4415401609792
SKU44,919,19,51.35579091,13,610.4532696,22.80350850198276,0.8543441929339721,557.3333333333334,26,149.8942984476554
SKU45,24,7,33.78413803,93,495.305697,60.991802727907626,0.5185672569686598,513.6666666666666,186,683.2314228133216
SKU46,859,29,27.0822072,92,380.4359371,60.663003552412405,1.0554923021983629,600.6666666666666,184,679.753567406264
SKU47,910,15,95.71213588,4,581.6023551,12.649110640673518,0.7591047358566537,597.6666666666666,8,68.51688322927906
SKU48,29,16,76.03554443,30,768.651914,34.64101615137755,0.784,599.3333333333334,60,276.3944871391589
SKU49,99,24,78.89791321,97,336.8901685,62.289646009589745,0.9601999791710057,346.0,194,710.0281553513075
SKU50,633,23,14.20348426,31,496.2486503,35.21363372331802,0.939982978569293,253.66666666666666,62,284.1989108727338
SKU51,154,4,26.70076097,100,694.9823176,63.245553203367585,0.392,295.3333333333333,200,725.566797749979
SKU52,820,11,98.03182966,64,602.8984988,50.59644256269407,0.6500584589096584,535.6666666666666,128,502.13573049453146
SKU53,242,25,30.34147071,96,750.7378407,61.96773353931867,0.98,405.3333333333333,192,703.9890230020665
SKU54,622,22,31.14624316,33,814.0699966,36.3318042491699,0.9193214889253922,561.3333333333334,66,298.0489332312783
SKU55,701,11,79.85505834,97,323.012928,62.289646009589745,0.6500584589096584,521.6666666666666,194,708.4774477500007
SKU56,93,23,20.98638604,25,832.2108087,31.622776601683793,0.939982978569293,472.0,50,241.50331376783595
SKU57,227,18,49.26320535,5,482.1912386,14.142135623730951,0.8315575746753798,340.3333333333333,10,79.15778787337689
SKU58,896,5,59.84156138,10,110.3643352,20.0,0.4382693235899588,405.3333333333333,20,122.90202473660453
SKU59,484,16,63.82839835,100,312.5742736,63.245553203367585,0.784,535.6666666666666,200,727.526797749979
SKU60,380,27,17.02802792,41,430.169097,40.496913462633174,1.0184458748504999,586.6666666666666,82,353.270440007016
SKU61,117,23,52.0287499,32,164.3665282,35.77708763999664,0.939982978569293,327.0,64,291.1910212995816
SKU62,270,2,72.79635396,86,320.8465158,58.65151319446072,0.27718585822512665,255.66666666666666,172,638.7503428244029
SKU63,246,19,13.01737679,54,687.2861779,46.475800154489,0.8543441929339721,211.0,108,438.5884882162197
SKU64,134,27,89.63409561,73,771.2250847,54.037024344425184,1.0184458748504999,216.66666666666666,146,561.1419611196804
SKU65,457,24,33.69771721,57,555.8591037,47.74934554525329,0.9601999791710057,279.0,114,458.62043005719636
SKU66,704,17,26.03486977,13,393.8433486,22.80350850198276,0.8081287026210615,431.6666666666667,26,149.6632209960908
SKU67,513,9,87.75543235,12,169.2718014,21.908902300206645,0.5880000000000001,558.0,24,140.39966692414833
SKU68,163,8,37.93181238,0,299.7063031,0.0,0.5543717164502533,460.0,0,2.7718585822512667
SKU69,511,1,54.86552852,95,207.6632062,61.644140029689765,0.196,395.6666666666667,190,693.9249471770337
SKU70,32,12,47.91454182,10,183.2728987,20.0,0.6789639165669998,235.33333333333334,20,124.10549770148974
SKU71,637,2,6.381533163,76,405.1670679,55.136195008360886,0.27718585822512665,393.3333333333333,152,576.3218161873049
SKU72,478,29,90.20442752,57,677.9445698,47.74934554525329,1.0554923021983629,382.3333333333333,114,459.0968916723331
SKU73,375,25,83.85101768,17,866.4728001,26.076809620810597,0.98,496.6666666666667,34,182.0954445729289
SKU74,904,6,3.170011414,41,341.5526568,40.496913462633174,0.4800999895855029,585.6666666666666,82,350.57871058069105
SKU75,106,20,92.99688423,16,873.129648,25.298221281347036,0.8765386471799176,461.6666666666667,32,173.82541233589117
SKU76,241,1,69.10879955,38,997.4134501,38.98717737923585,0.196,417.0,76,328.8204875209022
SKU77,359,28,57.44974296,96,852.5680989,61.96773353931867,1.0371345139373196,235.33333333333334,192,704.274695571753
SKU78,946,4,6.306883176,5,323.5922034,14.142135623730951,0.392,515.3333333333334,10,76.96000000000001
SKU79,198,25,57.05703122,31,351.5042193,35.21363372331802,0.98,501.0,62,284.39899597988733
SKU80,872,14,91.12831835,39,787.7798505,39.496835316262995,0.7333648478076925,672.0,78,338.3092246767279
SKU81,774,6,72.81920693,48,276.7783359,43.81780460041329,0.4800999895855029,614.6666666666666,96,397.3198337962242
SKU82,336,19,17.03493074,42,589.9785556,40.98780306383839,0.8543441929339721,660.6666666666666,84,359.18548842656423
SKU83,663,24,68.91124621,65,682.9710182,50.99019513592785,0.9601999791710057,591.0,130,510.0785636690546
SKU84,618,26,89.10436729,73,465.457006,54.037024344425184,0.9994078246641858,539.0,146,561.046770868749
SKU85,25,18,76.96299442,15,842.68683,24.49489742783178,0.8315575746753798,435.3333333333333,30,165.76032825182074
SKU86,223,14,19.99817694,32,264.2548898,35.77708763999664,0.7333648478076925,288.6666666666667,64,290.15793064577366
SKU87,79,7,80.41403665,5,879.3592177,14.142135623730951,0.5185672569686598,109.0,10,77.5928362848433
SKU88,737,18,75.27040698,60,103.916248,48.98979485566356,0.8315575746753798,346.3333333333333,120,477.36286863026464
SKU89,134,1,97.76008558,90,517.4999739,60.0,0.196,316.6666666666667,180,663.1120343559643
SKU90,320,18,13.8819135,66,990.0784725,51.38093031466052,0.8315575746753798,397.0,132,515.8168091192265
SKU91,916,22,62.11196546,98,996.778315,62.609903369994115,0.9193214889253922,456.6666666666667,196,715.9560436564135
SKU92,276,25,47.71423308,90,230.0927825,60.0,0.98,504.0,180,667.0320343559642
SKU93,114,17,69.290831,63,823.5238459,50.19960159204453,0.8081287026210615,435.3333333333333,126,496.5230370060938
SKU94,987,26,3.037688725,77,846.665257,55.49774770204643,0.9994078246641858,459.0,154,586.2112078268068
SKU95,672,14,77.90392722,15,778.8642414,24.49489742783178,0.7333648478076925,591.0,30,165.26936461748232
SKU96,324,2,24.42313142,67,188.7421411,51.76871642217914,0.27718585822512665,661.0,134,519.4159814683569
SKU97,62,19,3.526111259,46,540.1324229,42.89522117905443,0.8543441929339721,352.6666666666667,92,385.9292298457009
SKU98,913,1,19.75460487,53,882.1988635,46.04345773288535,0.196,433.0,106,428.7682059609971
SKU99,627,8,68.5178327,55,210.743009,46.9041575982343,0.5543717164502533,534.0,110,443.60309810002127
SKU19,187,11,51.12387009,48,477.3076311,43.81780460041329,0.6500584589096584,575.6666666666666,96,398.169626142845
SKU49,99,24,78.89791321,97,336.8901685,62.289646009589745,0.9601999791710057,304.3333333333333,194,710.0281553513075
SKU23,391,5,4.324341186,84,196.3294461,57.96550698475775,0.4382693235899588,225.66666666666666,168,627.1303619371417
SKU27,352,9,92.55736081,47,762.4591822,43.3589667773576,0.5880000000000001,280.6666666666667,94,391.2370971675589
SKU5,147,27,1.699976014,90,235.4612367,60.0,1.0184458748504999,296.6666666666667,180,667.2242637302168
SKU41,556,19,99.11329162,64,275.5243711,50.59644256269407,0.8543441929339721,351.6666666666667,128,503.1571591646531
SKU58,896,5,59.84156138,10,110.3643352,20.0,0.4382693235899588,533.0,20,122.90202473660453
SKU97,62,19,3.526111259,46,540.1324229,42.89522117905443,0.8543441929339721,504.6666666666667,92,385.9292298457009
SKU3,83,13,61.16334302,23,254.7761592,30.331501776206203,0.7066880499909419,347.0,46,225.77149319759081
SKU75,106,20,92.99688423,16,873.129648,25.298221281347036,0.8765386471799176,83.66666666666667,32,173.82541233589117
SKU72,478,29,90.20442752,57,677.9445698,47.74934554525329,1.0554923021983629,222.33333333333334,114,459.0968916723331
SKU58,896,5,59.84156138,10,110.3643352,20.0,0.4382693235899588,493.3333333333333,20,122.90202473660453
SKU55,701,11,79.85505834,97,323.012928,62.289646009589745,0.6500584589096584,691.6666666666666,194,708.4774477500007
SKU19,187,11,51.12387009,48,477.3076311,43.81780460041329,0.6500584589096584,594.6666666666666,96,398.169626142845
SKU21,601,25,84.89386898,69,523.3609147,52.53570214625479,0.98,496.3333333333333,138,535.6417562100671
SKU35,449,27,84.95778682,42,553.4204712,40.98780306383839,1.0184458748504999,412.3333333333333,84,360.0059968361469
SKU5,147,27,1.699976014,90,235.4612367,60.0,1.0184458748504999,399.0,180,667.2242637302168
SKU8,150,10,68.71759675,5,505.5571342,14.142135623730951,0.6198064213930025,248.66666666666666,10,78.09903210696501
SKU27,352,9,92.55736081,47,762.4591822,43.3589667773576,0.5880000000000001,216.33333333333334,94,391.2370971675589
SKU98,913,1,19.75460487,53,882.1988635,46.04345773288535,0.196,471.6666666666667,106,428.7682059609971
SKU86,223,14,19.99817694,32,264.2548898,35.77708763999664,0.7333648478076925,496.0,64,290.15793064577366
SKU97,62,19,3.526111259,46,540.1324229,42.89522117905443,0.8543441929339721,399.3333333333333,92,385.9292298457009
SKU67,513,9,87.75543235,12,169.2718014,21.908902300206645,0.5880000000000001,266.0,24,140.39966692414833
SKU55,701,11,79.85505834,97,323.012928,62.289646009589745,0.6500584589096584,425.3333333333333,194,708.4774477500007
SKU75,106,20,92.99688423,16,873.129648,25.298221281347036,0.8765386471799176,440.0,32,173.82541233589117
SKU14,562,29,99.17132864,54,929.23529,46.475800154489,1.0554923021983629,456.3333333333333,108,439.5942287625416
SKU94,987,26,3.037688725,77,846.665257,55.49774770204643,0.9994078246641858,551.6666666666666,154,586.2112078268068
SKU37,963,8,23.39984475,25,183.932968,31.622776601683793,0.5543717164502533,837.3333333333334,50,239.57525745724075
SKU46,859,29,27.0822072,92,380.4359371,60.663003552412405,1.0554923021983629,936.3333333333334,184,679.753567406264
SKU40,933,20,80.54142417,90,529.808724,60.0,0.8765386471799176,918.3333333333334,180,666.5147275918638
SKU28,394,15,2.397274706,48,123.4370275,43.81780460041329,0.7591047358566537,728.6666666666666,96,398.71485752757997
SKU36,963,23,9.813002579,18,403.8089742,26.832815729997478,0.939982978569293,763.3333333333334,36,189.56824469789785
SKU36,963,23,9.813002579,18,403.8089742,26.832815729997478,0.939982978569293,773.3333333333334,36,189.56824469789785
SKU79,198,25,57.05703122,31,351.5042193,35.21363372331802,0.98,708.0,62,284.39899597988733
SKU60,380,27,17.02802792,41,430.169097,40.496913462633174,1.0184458748504999,513.6666666666666,82,353.270440007016
SKU79,198,25,57.05703122,31,351.5042193,35.21363372331802,0.98,258.6666666666667,62,284.39899597988733
SKU24,209,26,4.156308359,4,758.7247726,12.649110640673518,0.9994078246641858,262.3333333333333,8,69.71839867331673
SKU62,270,2,72.79635396,86,320.8465158,58.65151319446072,0.27718585822512665,225.66666666666666,172,638.7503428244029
SKU36,963,23,9.813002579,18,403.8089742,26.832815729997478,0.939982978569293,480.6666666666667,36,189.56824469789785
SKU24,209,26,4.156308359,4,758.7247726,12.649110640673518,0.9994078246641858,480.6666666666667,8,69.71839867331673
SKU13,249,8,16.16039332,80,547.2410052,56.568542494923804,0.5543717164502533,473.6666666666667,160,602.7718585822513
SKU81,774,6,72.81920693,48,276.7783359,43.81780460041329,0.4800999895855029,410.6666666666667,96,397.3198337962242
SKU5,147,27,1.699976014,90,235.4612367,60.0,1.0184458748504999,390.0,180,667.2242637302168
SKU61,117,23,52.0287499,32,164.3665282,35.77708763999664,0.939982978569293,346.0,64,291.1910212995816
SKU69,511,1,54.86552852,95,207.6632062,61.644140029689765,0.196,258.3333333333333,190,693.9249471770337
SKU87,79,7,80.41403665,5,879.3592177,14.142135623730951,0.5185672569686598,235.66666666666666,10,77.5928362848433
SKU11,960,23,90.63545998,46,126.7230334,42.89522117905443,0.939982978569293,516.6666666666666,92,386.35742377387743
SKU65,457,24,33.69771721,57,555.8591037,47.74934554525329,0.9601999791710057,498.6666666666667,114,458.62043005719636
SKU87,79,7,80.41403665,5,879.3592177,14.142135623730951,0.5185672569686598,498.6666666666667,10,77.5928362848433
SKU25,142,11,39.62934399,82,458.5359457,57.271284253105414,0.6500584589096584,226.0,164,615.7348596077142
SKU71,637,2,6.381533163,76,405.1670679,55.136195008360886,0.27718585822512665,286.0,152,576.3218161873049
SKU47,910,15,95.71213588,4,581.6023551,12.649110640673518,0.7591047358566537,563.0,8,68.51688322927906
SKU37,963,8,23.39984475,25,183.932968,31.622776601683793,0.5543717164502533,836.6666666666666,50,239.57525745724075
SKU24,209,26,4.156308359,4,758.7247726,12.649110640673518,0.9994078246641858,694.0,8,69.71839867331673
SKU21,601,25,84.89386898,69,523.3609147,52.53570214625479,0.98,591.0,138,535.6417562100671
SKU19,187,11,51.12387009,48,477.3076311,43.81780460041329,0.6500584589096584,332.3333333333333,96,398.169626142845
SKU68,163,8,37.93181238,0,299.7063031,0.0,0.5543717164502533,317.0,0,2.7718585822512667
SKU23,391,5,4.324341186,84,196.3294461,57.96550698475775,0.4382693235899588,247.0,168,627.1303619371417
SKU91,916,22,62.11196546,98,996.778315,62.609903369994115,0.9193214889253922,490.0,196,715.9560436564135
SKU71,637,2,6.381533163,76,405.1670679,55.136195008360886,0.27718585822512665,648.0,152,576.3218161873049
SKU38,705,1,52.07593068,69,339.6728699,52.53570214625479,0.196,752.6666666666666,138,531.7217562100672
SKU27,352,9,92.55736081,47,762.4591822,43.3589667773576,0.5880000000000001,564.6666666666666,94,391.2370971675589
SKU23,391,5,4.324341186,84,196.3294461,57.96550698475775,0.4382693235899588,482.6666666666667,168,627.1303619371417
SKU67,513,9,87.75543235,12,169.2718014,21.908902300206645,0.5880000000000001,418.6666666666667,24,140.39966692414833
SKU29,253,5,63.44755919,45,764.9353759,42.42640687119285,0.4382693235899588,385.6666666666667,90,377.19134661794976
SKU91,916,22,62.11196546,98,996.778315,62.609903369994115,0.9193214889253922,560.6666666666666,196,715.9560436564135
SKU60,380,27,17.02802792,41,430.169097,40.496913462633174,1.0184458748504999,516.3333333333334,82,353.270440007016
SKU13,249,8,16.16039332,80,547.2410052,56.568542494923804,0.5543717164502533,515.0,160,602.7718585822513
SKU61,117,23,52.0287499,32,164.3665282,35.77708763999664,0.939982978569293,248.66666666666666,64,291.1910212995816
SKU79,198,25,57.05703122,31,351.5042193,35.21363372331802,0.98,188.0,62,284.39899597988733
SKU97,62,19,3.526111259,46,540.1324229,42.89522117905443,0.8543441929339721,125.66666666666667,92,385.9292298457009
SKU23,391,5,4.324341186,84,196.3294461,57.96550698475775,0.4382693235899588,217.0,168,627.1303619371417
SKU34,602,26,37.46759233,1,510.3580004,6.324555320336759,0.9994078246641858,351.6666666666667,2,32.35771889831883
SKU71,637,2,6.381533163,76,405.1670679,55.136195008360886,0.27718585822512665,543.3333333333334,152,576.3218161873049
SKU14,562,29,99.17132864,54,929.23529,46.475800154489,1.0554923021983629,600.3333333333334,108,439.5942287625416
SKU15,469,8,36.98924493,9,127.8618,18.973665961010276,0.5543717164502533,556.0,18,114.85389790724496
SKU88,737,18,75.27040698,60,103.916248,48.98979485566356,0.8315575746753798,589.3333333333334,120,477.36286863026464
SKU89,134,1,97.76008558,90,517.4999739,60.0,0.196,446.6666666666667,180,663.1120343559643
SKU8,150,10,68.71759675,5,505.5571342,14.142135623730951,0.6198064213930025,340.3333333333333,10,78.09903210696501
SKU62,270,2,72.79635396,86,320.8465158,58.65151319446072,0.27718585822512665,184.66666666666666,172,638.7503428244029
SKU21,601,25,84.89386898,69,523.3609147,52.53570214625479,0.98,340.3333333333333,138,535.6417562100671
SKU1,736,30,14.84352328,53,503.0655791,46.04345773288535,1.0735362127101256,535.6666666666666,106,433.15588702454767
SKU25,142,11,39.62934399,82,458.5359457,57.271284253105414,0.6500584589096584,493.0,164,615.7348596077142
SKU25,142,11,39.62934399,82,458.5359457,57.271284253105414,0.6500584589096584,340.0,164,615.7348596077142
SKU2,8,10,11.31968329,1,141.9202818,6.324555320336759,0.6198064213930025,97.33333333333333,2,30.45971188196291
SKU69,511,1,54.86552852,95,207.6632062,61.644140029689765,0.196,220.33333333333334,190,693.9249471770337
SKU72,478,29,90.20442752,57,677.9445698,47.74934554525329,1.0554923021983629,332.3333333333333,114,459.0968916723331
SKU58,896,5,59.84156138,10,110.3643352,20.0,0.4382693235899588,628.3333333333334,20,122.90202473660453
SKU74,904,6,3.170011414,41,341.5526568,40.496913462633174,0.4800999895855029,759.3333333333334,82,350.57871058069105
SKU55,701,11,79.85505834,97,323.012928,62.289646009589745,0.6500584589096584,833.6666666666666,194,708.4774477500007
SKU61,117,23,52.0287499,32,164.3665282,35.77708763999664,0.939982978569293,574.0,64,291.1910212995816
SKU20,320,12,96.34107244,27,493.8712153,32.863353450309965,0.6789639165669998,379.3333333333333,54,254.5843199690575
SKU47,910,15,95.71213588,4,581.6023551,12.649110640673518,0.7591047358566537,449.0,8,68.51688322927906
SKU6,65,15,4.078332863,11,134.3690969,20.97617696340303,0.7591047358566537,431.6666666666667,22,132.9575085502399
SKU2,8,10,11.31968329,1,141.9202818,6.324555320336759,0.6198064213930025,327.6666666666667,2,30.45971188196291
SKU7,426,17,42.95838438,93,802.0563118,60.991802727907626,0.8081287026210615,166.33333333333334,186,684.6792300415835
SKU35,449,27,84.95778682,42,553.4204712,40.98780306383839,1.0184458748504999,294.3333333333333,84,360.0059968361469
SKU71,637,2,6.381533163,76,405.1670679,55.136195008360886,0.27718585822512665,504.0,152,576.3218161873049
SKU25,142,11,39.62934399,82,458.5359457,57.271284253105414,0.6500584589096584,409.3333333333333,164,615.7348596077142
SKU14,562,29,99.17132864,54,929.23529,46.475800154489,1.0554923021983629,447.0,108,439.5942287625416
SKU95,672,14,77.90392722,15,778.8642414,24.49489742783178,0.7333648478076925,458.6666666666667,30,165.26936461748232
SKU8,150,10,68.71759675,5,505.5571342,14.142135623730951,0.6198064213930025,461.3333333333333,10,78.09903210696501
SKU25,142,11,39.62934399,82,458.5359457,57.271284253105414,0.6500584589096584,321.3333333333333,164,615.7348596077142
SKU91,916,22,62.11196546,98,996.778315,62.609903369994115,0.9193214889253922,402.6666666666667,196,715.9560436564135
SKU66,704,17,26.03486977,13,393.8433486,22.80350850198276,0.8081287026210615,587.3333333333334,26,149.6632209960908
SKU37,963,8,23.39984475,25,183.932968,31.622776601683793,0.5543717164502533,861.0,50,239.57525745724075
SKU40,933,20,80.54142417,90,529.808724,60.0,0.8765386471799176,866.6666666666666,180,666.5147275918638
SKU34,602,26,37.46759233,1,510.3580004,6.324555320336759,0.9994078246641858,832.6666666666666,2,32.35771889831883
SKU98,913,1,19.75460487,53,882.1988635,46.04345773288535,0.196,816.0,106,428.7682059609971
SKU85,25,18,76.96299442,15,842.68683,24.49489742783178,0.8315575746753798,513.3333333333334,30,165.76032825182074
SKU3,83,13,61.16334302,23,254.7761592,30.331501776206203,0.7066880499909419,340.3333333333333,46,225.77149319759081
SKU81,774,6,72.81920693,48,276.7783359,43.81780460041329,0.4800999895855029,294.0,96,397.3198337962242
SKU62,270,2,72.79635396,86,320.8465158,58.65151319446072,0.27718585822512665,375.6666666666667,172,638.7503428244029
SKU57,227,18,49.26320535,5,482.1912386,14.142135623730951,0.8315575746753798,423.6666666666667,10,79.15778787337689
SKU63,246,19,13.01737679,54,687.2861779,46.475800154489,0.8543441929339721,247.66666666666666,108,438.5884882162197
SKU59,484,16,63.82839835,100,312.5742736,63.245553203367585,0.784,319.0,200,727.526797749979
SKU89,134,1,97.76008558,90,517.4999739,60.0,0.196,288.0,180,663.1120343559643
SKU16,280,5,7.54717211,2,865.5257798,8.94427190999916,0.4382693235899588,299.3333333333333,4,43.814123219633586
SKU94,987,26,3.037688725,77,846.665257,55.49774770204643,0.9994078246641858,467.0,154,586.2112078268068
SKU54,622,22,31.14624316,33,814.0699966,36.3318042491699,0.9193214889253922,629.6666666666666,66,298.0489332312783
SKU5,147,27,1.699976014,90,235.4612367,60.0,1.0184458748504999,585.3333333333334,180,667.2242637302168
SKU16,280,5,7.54717211,2,865.5257798,8.94427190999916,0.4382693235899588,349.6666666666667,4,43.814123219633586
SKU95,672,14,77.90392722,15,778.8642414,24.49489742783178,0.7333648478076925,366.3333333333333,30,165.26936461748232
SKU43,598,29,11.74327178,36,716.0441198,37.94733192202055,1.0554923021983629,516.6666666666666,72,319.4415401609792
SKU37,963,8,23.39984475,25,183.932968,31.622776601683793,0.5543717164502533,744.3333333333334,50,239.57525745724075
SKU41,556,19,99.11329162,64,275.5243711,50.59644256269407,0.8543441929339721,705.6666666666666,128,503.1571591646531
SKU24,209,26,4.156308359,4,758.7247726,12.649110640673518,0.9994078246641858,576.0,8,69.71839867331673
SKU11,960,23,90.63545998,46,126.7230334,42.89522117905443,0.939982978569293,575.0,92,386.35742377387743
SKU20,320,12,96.34107244,27,493.8712153,32.863353450309965,0.6789639165669998,496.3333333333333,54,254.5843199690575
SKU71,637,2,6.381533163,76,405.1670679,55.136195008360886,0.27718585822512665,639.0,152,576.3218161873049
SKU72,478,29,90.20442752,57,677.9445698,47.74934554525329,1.0554923021983629,478.3333333333333,114,459.0968916723331
SKU21,601,25,84.89386898,69,523.3609147,52.53570214625479,0.98,572.0,138,535.6417562100671
SKU16,280,5,7.54717211,2,865.5257798,8.94427190999916,0.4382693235899588,453.0,4,43.814123219633586
SKU17,126,17,81.46253437,45,670.9343908,42.42640687119285,0.8081287026210615,335.6666666666667,90,379.0406435131053
SKU65,457,24,33.69771721,57,555.8591037,47.74934554525329,0.9601999791710057,287.6666666666667,114,458.62043005719636
SKU64,134,27,89.63409561,73,771.2250847,54.037024344425184,1.0184458748504999,239.0,146,561.1419611196804
SKU59,484,16,63.82839835,100,312.5742736,63.245553203367585,0.784,358.3333333333333,200,727.526797749979
SKU68,163,8,37.93181238,0,299.7063031,0.0,0.5543717164502533,260.3333333333333,0,2.7718585822512667
SKU71,637,2,6.381533163,76,405.1670679,55.136195008360886,0.27718585822512665,428.0,152,576.3218161873049
SKU38,705,1,52.07593068,69,339.6728699,52.53570214625479,0.196,501.6666666666667,138,531.7217562100672
SKU46,859,29,27.0822072,92,380.4359371,60.663003552412405,1.0554923021983629,733.6666666666666,184,679.753567406264
SKU71,637,2,6.381533163,76,405.1670679,55.136195008360886,0.27718585822512665,733.6666666666666,152,576.3218161873049
SKU41,556,19,99.11329162,64,275.5243711,50.59644256269407,0.8543441929339721,684.0,128,503.1571591646531
SKU23,391,5,4.324341186,84,196.3294461,57.96550698475775,0.4382693235899588,528.0,168,627.1303619371417
SKU61,117,23,52.0287499,32,164.3665282,35.77708763999664,0.939982978569293,354.6666666666667,64,291.1910212995816
SKU7,426,17,42.95838438,93,802.0563118,60.991802727907626,0.8081287026210615,311.3333333333333,186,684.6792300415835
SKU49,99,24,78.89791321,97,336.8901685,62.289646009589745,0.9601999791710057,214.0,194,710.0281553513075
SKU49,99,24,78.89791321,97,336.8901685,62.289646009589745,0.9601999791710057,208.0,194,710.0281553513075
SKU56,93,23,20.98638604,25,832.2108087,31.622776601683793,0.939982978569293,97.0,50,241.50331376783595
SKU71,637,2,6.381533163,76,405.1670679,55.136195008360886,0.27718585822512665,276.3333333333333,152,576.3218161873049
